doc_id,primary_label_id,score,sample_text,annotator_notes
END.REC.OFF-3-02,END.REC.OFF,3,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.OFF-3-03,END.REC.OFF,3,"OH-11 — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.

“She delivers results,” Lewis said.",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.OFF-3-04,END.REC.OFF,3,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.OFF-3-05,END.REC.OFF,3,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.

“She delivers results,” Lewis said.",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.OFF-2-01,END.REC.OFF,2,"OH-11 — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.OFF-2-02,END.REC.OFF,2,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.OFF-2-03,END.REC.OFF,2,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.OFF-2-04,END.REC.OFF,2,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.OFF-2-05,END.REC.OFF,2,"OH-11 — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.OFF-1-01,END.REC.OFF,1,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.OFF-1-02,END.REC.OFF,1,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.OFF-1-03,END.REC.OFF,1,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.OFF-1-04,END.REC.OFF,1,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.OFF-1-05,END.REC.OFF,1,"CLEVELAND — Mayor of Akron Darryl Lewis endorsed Jane Smith for Congress, pointing to her bipartisan transit upgrades in Cleveland.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.ORG-5-01,END.REC.ORG,5,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
END.REC.ORG-5-02,END.REC.ORG,5,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
END.REC.ORG-5-03,END.REC.ORG,5,"OH-11 — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
END.REC.ORG-5-04,END.REC.ORG,5,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
END.REC.ORG-5-05,END.REC.ORG,5,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
END.REC.ORG-4-01,END.REC.ORG,4,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
END.REC.ORG-4-02,END.REC.ORG,4,"OH-11 — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
END.REC.ORG-4-03,END.REC.ORG,4,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
END.REC.ORG-4-04,END.REC.ORG,4,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
END.REC.ORG-4-05,END.REC.ORG,4,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
END.REC.ORG-3-01,END.REC.ORG,3,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.ORG-3-02,END.REC.ORG,3,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.ORG-3-03,END.REC.ORG,3,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.ORG-3-04,END.REC.ORG,3,"CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.

The alliance highlighted her record of securing federal remediation grants.",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.ORG-3-05,END.REC.ORG,3,OH-11 — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
END.REC.ORG-2-01,END.REC.ORG,2,OH-11 — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.ORG-2-02,END.REC.ORG,2,OH-11 — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.ORG-2-03,END.REC.ORG,2,OH-11 — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.ORG-2-04,END.REC.ORG,2,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.ORG-2-05,END.REC.ORG,2,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
END.REC.ORG-1-01,END.REC.ORG,1,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.ORG-1-02,END.REC.ORG,1,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.ORG-1-03,END.REC.ORG,1,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.ORG-1-04,END.REC.ORG,1,CLEVELAND — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Poor quality; misleading or unsupported claims; significant errors; missing core info.
END.REC.ORG-1-05,END.REC.ORG,1,OH-11 — The Great Lakes Conservation Alliance endorsed Jane Smith for her clean water protections and brownfield cleanup plan.,Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.MIL.QTR-5-01,FR.MIL.QTR,5,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.MIL.QTR-5-02,FR.MIL.QTR,5,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.MIL.QTR-5-03,FR.MIL.QTR,5,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.MIL.QTR-5-04,FR.MIL.QTR,5,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.MIL.QTR-5-05,FR.MIL.QTR,5,"OH-11 — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.MIL.QTR-4-01,FR.MIL.QTR,4,"OH-11 — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.MIL.QTR-4-02,FR.MIL.QTR,4,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.MIL.QTR-4-03,FR.MIL.QTR,4,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.MIL.QTR-4-04,FR.MIL.QTR,4,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.MIL.QTR-4-05,FR.MIL.QTR,4,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Small-dollar energy is building field capacity across the district.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.MIL.QTR-3-01,FR.MIL.QTR,3,"OH-11 — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.MIL.QTR-3-02,FR.MIL.QTR,3,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.MIL.QTR-3-03,FR.MIL.QTR,3,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.MIL.QTR-3-04,FR.MIL.QTR,3,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.MIL.QTR-3-05,FR.MIL.QTR,3,"CLEVELAND — Q3 report: 28,000 donors powered $3.1M raised, average gift $26, no corporate PAC money.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.MIL.QTR-2-01,FR.MIL.QTR,2,"CLEVELAND — Q3 report: 28,000 donors powered $3.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.MIL.QTR-2-02,FR.MIL.QTR,2,"CLEVELAND — Q3 report: 28,000 donors powered $3.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.MIL.QTR-2-03,FR.MIL.QTR,2,"CLEVELAND — Q3 report: 28,000 donors powered $3.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.MIL.QTR-2-04,FR.MIL.QTR,2,"CLEVELAND — Q3 report: 28,000 donors powered $3.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.MIL.QTR-2-05,FR.MIL.QTR,2,"CLEVELAND — Q3 report: 28,000 donors powered $3.

Donate: https://janesmithforcongress.org/donate?q=press-q3",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.MIL.QTR-1-01,FR.MIL.QTR,1,"CLEVELAND — Q3 report: 28,000 donors powered $3.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.MIL.QTR-1-02,FR.MIL.QTR,1,"OH-11 — Q3 report: 28,000 donors powered $3.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.MIL.QTR-1-03,FR.MIL.QTR,1,"CLEVELAND — Q3 report: 28,000 donors powered $3.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.MIL.QTR-1-04,FR.MIL.QTR,1,"CLEVELAND — Q3 report: 28,000 donors powered $3.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.MIL.QTR-1-05,FR.MIL.QTR,1,"CLEVELAND — Q3 report: 28,000 donors powered $3.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.EVT.GR-5-01,FR.EVT.GR,5,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.EVT.GR-5-02,FR.EVT.GR,5,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.EVT.GR-5-03,FR.EVT.GR,5,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.EVT.GR-5-04,FR.EVT.GR,5,"OH-11 — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.EVT.GR-5-05,FR.EVT.GR,5,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.EVT.GR-4-01,FR.EVT.GR,4,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.EVT.GR-4-02,FR.EVT.GR,4,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.EVT.GR-4-03,FR.EVT.GR,4,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.EVT.GR-4-04,FR.EVT.GR,4,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.EVT.GR-4-05,FR.EVT.GR,4,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.EVT.GR-3-01,FR.EVT.GR,3,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.EVT.GR-3-02,FR.EVT.GR,3,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.EVT.GR-3-03,FR.EVT.GR,3,"OH-11 — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.EVT.GR-3-04,FR.EVT.GR,3,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Suggested donation $10; no one turned away.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.EVT.GR-3-05,FR.EVT.GR,3,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.EVT.GR-2-01,FR.EVT.GR,2,"OH-11 — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.EVT.GR-2-02,FR.EVT.GR,2,"OH-11 — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.EVT.GR-2-03,FR.EVT.GR,2,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.EVT.GR-2-04,FR.EVT.GR,2,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.EVT.GR-2-05,FR.EVT.GR,2,"OH-11 — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.

Chip in or RSVP: https://janesmithforcongress.org/grassroots-night",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
FR.EVT.GR-1-01,FR.EVT.GR,1,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.EVT.GR-1-02,FR.EVT.GR,1,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.EVT.GR-1-03,FR.EVT.GR,1,"OH-11 — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.EVT.GR-1-04,FR.EVT.GR,1,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.EVT.GR-1-05,FR.EVT.GR,1,"CLEVELAND — Grassroots Night this Friday 7 PM at Edgewater Park — music, speakers, and volunteer sign-ups.",Poor quality; misleading or unsupported claims; significant errors; missing core info.
FR.APP.URG-5-01,FR.APP.URG,5,"OH-11 — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.APP.URG-5-02,FR.APP.URG,5,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.APP.URG-5-03,FR.APP.URG,5,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.APP.URG-5-04,FR.APP.URG,5,"OH-11 — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.APP.URG-5-05,FR.APP.URG,5,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom","Clear, specific, well-structured; evidence and CTA included; neutral but persuasive tone; error-free; dates/locations precise."
FR.APP.URG-4-01,FR.APP.URG,4,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.APP.URG-4-02,FR.APP.URG,4,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.APP.URG-4-03,FR.APP.URG,4,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.APP.URG-4-04,FR.APP.URG,4,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.APP.URG-4-05,FR.APP.URG,4,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Strong with minor omissions or slight verbosity; evidence present; minor copy edits needed.
FR.APP.URG-3-01,FR.APP.URG,3,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.APP.URG-3-02,FR.APP.URG,3,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.APP.URG-3-03,FR.APP.URG,3,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Give before midnight: https://janesmithforcongress.org/eom",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.APP.URG-3-04,FR.APP.URG,3,"OH-11 — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.APP.URG-3-05,FR.APP.URG,3,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Every $5 helps fund canvass launches this weekend.

Give before midnight: https://janesmithforcongress.org/eom",Adequate but generic; some specifics missing; CTA/evidence may be weak or one is missing.
FR.APP.URG-2-01,FR.APP.URG,2,"CLEVELAND — End-of-month deadline: help Jane meet the match and keep ads on the air.

Give before midnight: https://janesmithforcongress.org/eom",Vague or disorganized; lacks key details; missing evidence/CTA; tone drifts or includes minor contradictions.
